female,race3,ageyr,educ,hhinc,voteplan,votechoice,FT_obama,FT_mccain,FT_biden,FT_palin,FT_Dparty,FT_Rparty,economy,environ,iraqwar,hopeBP,readyBP
0,0,48,5,18,1,1,60,40,50,50,50,50,4,3,3,NA,0
1,NA,38,3,17,1,1,100,60,NA,50,50,60,4,4,4,1,0
1,0,42,7,19,2,2,30,70,0,70,70,60,4,NA,4,1,0
1,0,74,2,3,0,0,30,50,15,15,NA,NA,NA,3,3,NA,NA
0,1,42,3,18,1,1,70,40,50,50,85,40,4,NA,4,1,1
0,1,60,3,7,1,1,60,40,NA,NA,60,30,3,3,4,NA,NA
0,0,47,3,13,1,0,85,50,NA,NA,60,70,1,1,4,1,1
0,0,89,1,7,2,2,40,70,50,NA,85,60,4,2,4,NA,NA
0,0,57,5,14,3,1,60,40,NA,30,60,30,4,4,NA,1,NA
1,0,22,2,8,2,0,60,60,NA,NA,60,60,4,4,2,NA,NA
1,0,67,2,9,2,2,50,85,60,85,50,85,2,1,1,0,1
0,1,40,3,25,1,1,70,0,NA,NA,85,40,4,1,4,1,1
0,0,64,3,7,3,1,60,30,50,30,50,50,4,1,4,1,1
1,0,85,1,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,50,7,25,2,2,15,60,0,60,0,50,4,4,4,0,1
1,0,43,5,19,1,1,70,70,15,60,60,70,4,4,2,0,1
0,0,39,6,15,2,2,60,85,50,70,40,60,1,2,1,1,1
0,1,79,1,NA,1,0,85,0,NA,NA,40,0,4,4,4,0,0
0,1,25,4,9,1,1,100,60,70,40,100,40,4,3,4,1,1
1,0,61,4,13,1,1,100,15,100,15,85,15,4,3,4,1,1
0,0,50,3,15,3,0,0,50,NA,50,0,50,4,4,4,0,0
0,0,NA,5,NA,2,2,0,85,15,100,40,60,1,2,3,0,NA
1,0,27,4,12,1,1,85,70,50,50,50,50,4,4,NA,NA,NA
0,1,37,3,14,1,1,85,30,85,15,85,50,4,4,4,1,1
1,1,29,3,7,1,1,85,50,NA,50,85,50,4,4,4,1,0
0,0,59,5,NA,3,NA,70,15,60,0,60,0,4,4,4,1,1
0,0,27,5,17,2,1,60,70,70,60,60,85,2,2,2,NA,0
0,0,63,7,25,3,2,0,0,0,70,0,15,4,3,4,NA,1
1,0,40,4,18,2,0,40,70,50,50,70,50,3,2,4,1,1
1,0,54,7,21,0,NA,40,30,70,30,70,0,4,4,4,0,1
1,0,39,6,15,2,2,15,60,50,70,60,60,2,3,1,1,1
0,2,24,7,1,1,1,70,30,60,0,40,15,4,4,4,1,1
1,1,32,4,4,1,1,70,40,NA,60,85,50,4,2,4,1,0
1,1,49,3,12,1,1,100,50,NA,40,85,0,4,4,4,1,1
0,2,34,7,24,1,0,85,30,NA,60,60,40,4,3,4,1,1
1,1,43,7,19,1,1,100,30,70,15,85,0,3,NA,4,0,1
0,1,53,6,22,1,1,100,30,85,30,70,30,4,4,4,1,1
0,0,44,4,25,0,2,60,60,50,60,50,50,4,4,2,NA,1
0,0,45,3,4,1,1,50,15,NA,0,50,0,4,4,4,0,1
1,1,21,3,18,1,1,100,60,NA,NA,85,70,4,2,4,1,1
1,1,18,2,6,1,0,85,50,50,NA,50,50,4,4,4,1,1
1,1,65,1,1,1,1,100,30,100,30,100,NA,4,4,4,1,1
0,1,30,3,5,1,0,85,15,60,30,60,15,4,3,4,1,1
1,1,54,6,5,1,1,100,0,85,0,70,0,4,4,4,1,1
1,0,32,5,18,1,1,70,15,60,30,85,40,4,4,4,1,1
1,0,52,6,18,1,1,85,30,85,0,70,30,4,4,4,1,1
1,1,62,3,17,0,NA,70,40,50,15,50,50,3,NA,4,1,0
0,0,23,6,4,2,2,55,85,5,65,55,65,3,3,3,0,0
0,0,59,4,13,1,0,60,50,NA,40,50,30,4,NA,4,1,0
1,0,79,6,NA,1,1,70,40,NA,0,60,40,4,4,4,NA,1
1,0,55,2,8,3,0,0,0,0,0,100,0,4,4,4,1,0
0,0,49,6,20,1,1,70,60,70,50,50,50,4,3,4,NA,1
0,0,30,3,14,1,0,70,60,50,60,50,60,4,4,4,1,1
1,2,23,2,12,1,0,85,50,NA,50,70,40,4,4,4,1,1
1,2,37,7,16,1,1,85,85,NA,NA,70,60,2,NA,3,1,1
0,1,26,4,15,1,1,85,40,30,30,60,50,3,2,4,1,0
1,0,24,3,2,1,0,85,15,50,50,55,55,4,NA,4,1,1
0,0,80,1,12,1,1,100,40,85,100,100,15,4,4,4,1,1
1,0,NA,5,17,2,2,30,70,60,85,15,70,2,NA,2,NA,0
1,0,74,5,19,1,1,70,70,85,60,60,60,4,2,4,0,1
0,0,80,3,1,1,1,70,30,50,50,70,0,4,NA,3,1,1
0,0,42,3,8,2,2,50,50,50,60,50,50,4,1,1,1,0
1,0,37,5,16,1,1,100,0,85,NA,90,0,4,NA,4,1,1
1,0,19,3,3,1,1,70,50,NA,NA,60,40,3,3,4,1,1
1,0,31,4,15,1,1,60,50,50,50,60,50,4,2,4,0,1
1,0,49,3,18,1,1,100,0,100,0,100,0,4,4,4,1,1
1,0,70,3,12,2,2,50,50,NA,60,0,50,4,4,4,NA,1
0,0,88,4,16,1,1,85,50,60,60,85,30,NA,4,4,1,1
0,0,66,3,8,2,NA,50,85,60,60,60,100,1,1,1,1,1
0,0,18,3,3,3,NA,50,60,50,0,50,50,4,2,4,1,0
1,0,69,3,19,2,2,40,60,50,60,70,60,3,2,2,1,1
0,0,55,6,21,1,1,70,30,60,40,60,30,4,4,4,1,1
0,0,68,3,12,1,1,100,30,100,0,100,30,4,4,3,1,1
1,0,34,3,12,1,1,70,50,60,70,70,50,4,3,4,1,1
0,0,28,3,12,1,0,60,50,50,40,40,30,3,4,4,1,1
0,0,39,4,17,1,1,85,60,60,50,60,15,4,4,4,1,1
0,0,64,3,25,2,2,NA,50,60,50,40,40,4,4,3,0,1
0,0,34,2,1,0,0,40,NA,NA,NA,70,0,2,2,3,0,1
